,Electricity Price,Wind Power,Solar Power,HPP Power,Curtailed Power,Battery SOC,Battery Power
70,34.958,199.99944667014128,0.0,198.61504427051045,0.0,20.454545454545425,-1.3844023996308268
71,34.958,199.9984258434008,0.0,198.61402344376998,0.0,21.81818181818179,-1.3844023996308268
72,34.646,199.98574399587372,0.0,198.6013415962429,0.0,23.18181818181815,-1.3844023996308268
73,34.646,199.986471397197,0.0,198.60206899756616,0.0,24.54545454545452,-1.3844023996308268
74,34.646,199.9913242778034,0.0,198.60692187817256,0.0,25.909090909090885,-1.3844023996308268
75,34.646,199.9862278320208,0.0,198.60182543238997,0.0,27.272727272727245,-1.384402399630827
76,34.646,199.70491437058982,0.0,198.320511970959,0.0,28.63636363636362,-1.3844023996308268
77,34.646,199.9352851929915,0.0,198.55088279336067,0.0,29.999999999999986,-1.3844023996308268
78,34.531,199.83401721252932,0.0,198.4496148128985,0.0,31.363636363636353,-1.3844023996308268
79,42.335,199.88797032733154,0.0,198.50356792770071,0.0,32.72727272727271,-1.3844023996308266
80,46.269,199.91692841982515,8.960979521792433,207.49350554198676,0.0,34.090909090909086,-1.3844023996308263
81,35.481,199.9107771742543,37.216001770923846,235.7423765455473,0.0,35.45454545454545,-1.3844023996308266
82,34.234,199.89386790694417,66.04922084513434,264.5586863524477,0.0,36.81818181818183,-1.3844023996308266
83,32.44,199.91947086242996,87.1939342278932,285.72900269069237,0.0,38.18181818181819,-1.3844023996308266
84,32.44,199.247681188844,74.27664398752151,272.13992277673475,0.0,39.54545454545455,-1.384402399630827
85,33.406,199.6382077346882,31.86781287323377,230.12161820829112,0.0,40.90909090909091,-1.3844023996308272
